species,species_common_name,gene_symbol,cell_type,marker_direction,tissue,condition,assay,confidence,bbsr_verified,notes,source_title,citation,doi,pmid,url,evidence_type,evidence_location,evidence_note
Homo sapiens,human,CTSW,CD8-positive cytotoxic T cell,positive,,,scRNA-seq,moderate,false,Cytotoxic T-cell-associated protease,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Szabo et al. Nature Communications. 2019;10:4706,10.1038/s41467-019-12464-3,31624246,https://pubmed.ncbi.nlm.nih.gov/31624246/,reported_marker,Figures 1-4 and supplementary marker analysis,Use with CD8 and T-lineage markers
Homo sapiens,human,CCR7,naive CD8-positive T cell,positive,blood,,CITE-seq,high,false,Lymphoid homing receptor,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figure 4 and Tables S1-S2,Naive and central-memory-associated marker
Homo sapiens,human,SELL,naive CD8-positive T cell,positive,blood,,CITE-seq,high,false,CD62L-encoding naive T-cell marker,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figure 4 and Tables S1-S2,Naive and central-memory-associated marker
Homo sapiens,human,TCF7,naive CD8-positive T cell,positive,blood,,scRNA-seq,high,false,Naive T-cell transcription factor,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figure 4 and Tables S1-S2,Supported by human PBMC biomarker analysis
Homo sapiens,human,LEF1,naive CD8-positive T cell,positive,blood,,scRNA-seq,high,false,Naive T-cell transcription factor,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figure 4 and Tables S1-S2,Supported by human PBMC biomarker analysis
Homo sapiens,human,MAL,naive CD8-positive T cell,positive,blood,,scRNA-seq,moderate,false,Naive T-cell-associated marker,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figure 4 and Tables S1-S2,Use as part of a marker panel
Homo sapiens,human,CCR7,central memory CD8-positive T cell,positive,,,CITE-seq,high,false,Central-memory homing receptor,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Marker used in human T-cell subset annotation across blood and tissues
Homo sapiens,human,SELL,central memory CD8-positive T cell,positive,,,CITE-seq,high,false,CD62L-encoding central-memory marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Marker used in human T-cell subset annotation across blood and tissues
Homo sapiens,human,TCF7,central memory CD8-positive T cell,positive,,,scRNA-seq,moderate,false,Less-differentiated memory program,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Use with homing receptors
Homo sapiens,human,IL7R,central memory CD8-positive T cell,positive,,,scRNA-seq,moderate,false,Memory-survival receptor,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Use with CCR7 and SELL
Homo sapiens,human,GZMK,central memory CD8-positive T cell,positive,,,scRNA-seq,moderate,false,Early effector-memory-associated granzyme,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figure 4 and Tables S1-S2,Expression spans central-to-effector memory states
Homo sapiens,human,CCL5,effector memory CD8-positive T cell,positive,,,scRNA-seq,high,false,Cytotoxic effector chemokine,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Szabo et al. Nature Communications. 2019;10:4706,10.1038/s41467-019-12464-3,31624246,https://pubmed.ncbi.nlm.nih.gov/31624246/,reported_marker,Figures 1-4 and supplementary marker analysis,Supported across human blood and tissue T cells
Homo sapiens,human,NKG7,effector memory CD8-positive T cell,positive,,,scRNA-seq,high,false,Cytotoxic lymphocyte marker,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Szabo et al. Nature Communications. 2019;10:4706,10.1038/s41467-019-12464-3,31624246,https://pubmed.ncbi.nlm.nih.gov/31624246/,reported_marker,Figures 1-4 and supplementary marker analysis,Also expressed by NK cells
Homo sapiens,human,GZMK,effector memory CD8-positive T cell,positive,,,scRNA-seq,high,false,Effector-memory-associated granzyme,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Szabo et al. Nature Communications. 2019;10:4706,10.1038/s41467-019-12464-3,31624246,https://pubmed.ncbi.nlm.nih.gov/31624246/,reported_marker,Figures 1-4 and supplementary marker analysis,Supported across human blood and tissue T cells
Homo sapiens,human,CTSW,effector memory CD8-positive T cell,positive,,,scRNA-seq,moderate,false,Cytotoxic effector marker,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Szabo et al. Nature Communications. 2019;10:4706,10.1038/s41467-019-12464-3,31624246,https://pubmed.ncbi.nlm.nih.gov/31624246/,reported_marker,Figures 1-4 and supplementary marker analysis,Use as part of a marker panel
Homo sapiens,human,PRF1,effector memory CD8-positive T cell,positive,,,scRNA-seq,moderate,false,Cytotoxic effector molecule,Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease,Szabo et al. Nature Communications. 2019;10:4706,10.1038/s41467-019-12464-3,31624246,https://pubmed.ncbi.nlm.nih.gov/31624246/,reported_marker,Figures 1-4 and supplementary marker analysis,Expression increases with cytotoxic differentiation
Homo sapiens,human,FGFBP2,terminally differentiated effector memory CD8-positive T cell,positive,blood,,scRNA-seq,high,false,Terminal cytotoxic effector marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,TEMRA-associated cytotoxic program
Homo sapiens,human,GNLY,terminally differentiated effector memory CD8-positive T cell,positive,blood,,scRNA-seq,high,false,Terminal cytotoxic effector marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Also expressed by NK cells
Homo sapiens,human,GZMB,terminally differentiated effector memory CD8-positive T cell,positive,blood,,scRNA-seq,high,false,Granzyme B cytotoxic marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,TEMRA-associated cytotoxic program
Homo sapiens,human,NKG7,terminally differentiated effector memory CD8-positive T cell,positive,blood,,scRNA-seq,moderate,false,Cytotoxic lymphocyte marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Also expressed by NK cells
Homo sapiens,human,CX3CR1,terminally differentiated effector memory CD8-positive T cell,positive,blood,,CITE-seq,moderate,false,Circulating terminal effector-associated receptor,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Use with cytotoxic markers
Homo sapiens,human,SLC4A10,mucosal-associated invariant T cell,positive,,,scRNA-seq,high,false,MAIT-associated transcriptional marker,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figures 3-5 and Tables S1-S2,Supported by multimodal human PBMC analysis
Homo sapiens,human,KLRB1,mucosal-associated invariant T cell,positive,,,CITE-seq,moderate,false,CD161-encoding MAIT-associated marker,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figures 3-5 and Tables S1-S2,Also expressed by other T-cell populations
Homo sapiens,human,ZBTB16,mucosal-associated invariant T cell,positive,,,scRNA-seq,moderate,false,PLZF-encoding innate-like T-cell regulator,Integrated analysis of multimodal single-cell data,Hao et al. Cell. 2021;184:3573-3587.e29,10.1016/j.cell.2021.04.048,34062119,https://pubmed.ncbi.nlm.nih.gov/34062119/,reported_marker,Figures 3-5 and Tables S1-S2,Use with SLC4A10 and TCR features
Homo sapiens,human,TRAV1-2,mucosal-associated invariant T cell,positive,,,scRNA-seq,high,false,Canonical MAIT TCR alpha variable segment,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,TCR feature should be combined with transcript markers
Homo sapiens,human,KLRD1,mucosal-associated invariant T cell,positive,,,CITE-seq,moderate,false,Innate-like cytotoxic receptor,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Not specific when used alone
Homo sapiens,human,TRDC,gamma-delta T cell,positive,,,scRNA-seq,high,false,Gamma-delta TCR constant marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Canonical gamma-delta T-cell marker
Homo sapiens,human,TRGC1,gamma-delta T cell,positive,,,scRNA-seq,high,false,Gamma-delta TCR constant marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Canonical gamma-delta T-cell marker
Homo sapiens,human,TRGC2,gamma-delta T cell,positive,,,scRNA-seq,high,false,Gamma-delta TCR constant marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Canonical gamma-delta T-cell marker
Homo sapiens,human,CD3D,gamma-delta T cell,positive,,,scRNA-seq,moderate,false,T-lineage marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Use with TRDC and TRGC genes
Homo sapiens,human,KLRD1,gamma-delta T cell,positive,,,CITE-seq,moderate,false,Innate-like cytotoxic receptor,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figure 3 and Extended Data Figures 1-2,Not specific when used alone
Homo sapiens,human,CD69,tissue-resident memory T cell,positive,barrier tissues,,CITE-seq,high,false,Tissue-residency-associated activation marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figures 1-3,Core residency marker in human barrier tissues
Homo sapiens,human,ITGAE,tissue-resident memory T cell,positive,barrier tissues,,CITE-seq,high,false,CD103-encoding tissue-residency marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figures 1-3,Expressed by subsets of tissue-resident T cells
Homo sapiens,human,CXCR6,tissue-resident memory T cell,positive,barrier tissues,,scRNA-seq,moderate,false,Tissue-homing and retention receptor,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figures 1-3,Core residency-associated program
Homo sapiens,human,ZNF683,tissue-resident memory T cell,positive,barrier tissues,,scRNA-seq,moderate,false,HOBIT-encoding residency-associated regulator,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figures 1-3,Use with surface residency markers
Homo sapiens,human,RGS1,tissue-resident memory T cell,positive,barrier tissues,,scRNA-seq,moderate,false,Tissue adaptation-associated marker,Tissue adaptation and clonal segregation of human memory T cells in barrier sites,Poon et al. Nature Immunology. 2023;24:309-319,10.1038/s41590-022-01395-9,36658238,https://pubmed.ncbi.nlm.nih.gov/36658238/,reported_marker,Figures 1-3,Not specific when used alone
Homo sapiens,human,CD68,macrophage,positive,,,scRNA-seq,high,false,Canonical lysosomal macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Supported across the human monocyte-macrophage compendium
Homo sapiens,human,C1QA,macrophage,positive,,,scRNA-seq,high,false,Complement-expressing mature macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Supported across human tissue macrophage states
Homo sapiens,human,C1QB,macrophage,positive,,,scRNA-seq,high,false,Complement-expressing mature macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Supported across human tissue macrophage states
Homo sapiens,human,C1QC,macrophage,positive,,,scRNA-seq,high,false,Complement-expressing mature macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Supported across human tissue macrophage states
Homo sapiens,human,FCER1G,macrophage,positive,,,scRNA-seq,high,false,Myeloid Fc receptor signaling marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Use with macrophage maturation markers
Homo sapiens,human,TYROBP,macrophage,positive,,,scRNA-seq,high,false,Myeloid signaling adaptor,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Shared across myeloid populations
Homo sapiens,human,CSF1R,macrophage,positive,,,scRNA-seq,high,false,Macrophage lineage receptor,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Use with mature macrophage markers
Homo sapiens,human,LST1,macrophage,positive,,,scRNA-seq,moderate,false,Pan-myeloid marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 1-7 and supplemental signatures,Not macrophage-specific when used alone
Homo sapiens,human,FOLR2,resident macrophage,positive,,healthy,scRNA-seq,high,false,Tissue-resident macrophage-associated receptor,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-5 and supplemental signatures,Conserved resident macrophage-associated program
Homo sapiens,human,LYVE1,resident macrophage,positive,,healthy,scRNA-seq,high,false,Perivascular resident macrophage-associated marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-5 and supplemental signatures,Expression varies by tissue niche
Homo sapiens,human,MRC1,resident macrophage,positive,,healthy,scRNA-seq,moderate,false,CD206-encoding resident macrophage-associated marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-5 and supplemental signatures,Not specific when used alone
Homo sapiens,human,CD163,resident macrophage,positive,,healthy,scRNA-seq,moderate,false,Scavenger receptor enriched in resident macrophages,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-5 and supplemental signatures,Not specific when used alone
Homo sapiens,human,TIMD4,resident macrophage,positive,,healthy,scRNA-seq,high,false,Long-lived resident macrophage-associated receptor,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-5 and supplemental signatures,Expression varies by tissue
Homo sapiens,human,C1QC,resident macrophage,positive,,healthy,scRNA-seq,high,false,Complement-expressing resident macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-5 and supplemental signatures,Use with FOLR2 and LYVE1
Homo sapiens,human,C1QA,C1QC-positive macrophage,positive,,,scRNA-seq,high,false,C1Q macrophage program,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Conserved mature macrophage state
Homo sapiens,human,C1QB,C1QC-positive macrophage,positive,,,scRNA-seq,high,false,C1Q macrophage program,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Conserved mature macrophage state
Homo sapiens,human,C1QC,C1QC-positive macrophage,positive,,,scRNA-seq,high,false,Defining C1QC macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Conserved mature macrophage state
Homo sapiens,human,APOE,C1QC-positive macrophage,positive,,,scRNA-seq,moderate,false,Lipid-handling mature macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Not specific when used alone
Homo sapiens,human,FOLR2,C1QC-positive macrophage,positive,,,scRNA-seq,moderate,false,Resident-like C1Q macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Expression varies across tissues and disease
Homo sapiens,human,VSIG4,C1QC-positive macrophage,positive,,,scRNA-seq,moderate,false,Complement receptor-associated mature macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Use as part of a marker panel
Homo sapiens,human,FCN1,FCN1-positive monocyte-derived macrophage,positive,inflammatory tissue,inflammation,scRNA-seq,high,false,Monocyte-like inflammatory macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Represents a context-dependent monocyte-derived state
Homo sapiens,human,VCAN,FCN1-positive monocyte-derived macrophage,positive,inflammatory tissue,inflammation,scRNA-seq,high,false,Monocyte-like inflammatory macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Represents a context-dependent monocyte-derived state
Homo sapiens,human,S100A8,FCN1-positive monocyte-derived macrophage,positive,inflammatory tissue,inflammation,scRNA-seq,moderate,false,Inflammatory myeloid marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Also expressed by monocytes and neutrophils
Homo sapiens,human,S100A9,FCN1-positive monocyte-derived macrophage,positive,inflammatory tissue,inflammation,scRNA-seq,moderate,false,Inflammatory myeloid marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Also expressed by monocytes and neutrophils
Homo sapiens,human,IL1B,FCN1-positive monocyte-derived macrophage,positive,inflammatory tissue,inflammation,scRNA-seq,moderate,false,Inflammatory cytokine program,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Activation-state marker rather than lineage-specific marker
Homo sapiens,human,CTSS,FCN1-positive monocyte-derived macrophage,positive,inflammatory tissue,inflammation,scRNA-seq,moderate,false,Antigen-processing myeloid marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 2-6 and supplemental signatures,Use with FCN1 and VCAN
Homo sapiens,human,TREM2,TREM2-positive SPP1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,high,false,Defining tumor-associated macrophage receptor,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Conserved tumor-associated macrophage state
Homo sapiens,human,SPP1,TREM2-positive SPP1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,high,false,Defining tumor-associated macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Conserved tumor-associated macrophage state
Homo sapiens,human,APOE,TREM2-positive SPP1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,moderate,false,Lipid-handling tumor macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Use with TREM2 and SPP1
Homo sapiens,human,LPL,TREM2-positive SPP1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,moderate,false,Lipid-metabolism tumor macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Use with TREM2 and SPP1
Homo sapiens,human,GPNMB,TREM2-positive SPP1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,moderate,false,Tumor and lipid-associated macrophage marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Use with TREM2 and SPP1
Homo sapiens,human,FABP5,TREM2-positive SPP1-positive tumor-associated macrophage,positive,tumor,tumor,scRNA-seq,moderate,false,Lipid-metabolism-associated marker,Cross-tissue single-cell landscape of human monocytes and macrophages in health and disease,Mulder et al. Immunity. 2021;54:1883-1900.e5,10.1016/j.immuni.2021.07.007,34331874,https://pubmed.ncbi.nlm.nih.gov/34331874/,reported_marker,Figures 5-7 and supplemental signatures,Not specific when used alone
